approved_symbol,panel_diagnostic,panel_diagnostic_count,hgnc_id
SLC4A1,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,10,HGNC:11027
SLC4A4,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,8,HGNC:11030
SLC4A9,mgz_nephrologie,2,HGNC:11035
SLC5A1,preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics,4,HGNC:11036
SLC5A2,preventiongenetics_comprehensive_inherited_kidney_diseases_panel; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics,3,HGNC:11037
SLC6A19,cegat_kidney_diseases_genes; invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics,4,HGNC:27960
SLC6A20,cegat_kidney_diseases_genes,1,HGNC:30927
SLC7A7,cegat_kidney_diseases_genes; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics,5,HGNC:11065
SLC7A9,cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,8,HGNC:11067
SLCO1B1,centogene_nephrology,1,HGNC:10959
SLCO1B3,centogene_nephrology,1,HGNC:10961
SLIT2,cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mayocliniclabs_renal_genetics,4,HGNC:11086
SLX4,invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,2,HGNC:23845
SMAD9,natera_renasight_comprehensive_kidney_gene_panel,1,HGNC:6774
SMARCAL1,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,11,HGNC:11102
SMC1A,invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,2,HGNC:11111
SMPD1,centogene_nephrology,1,HGNC:11120
SOS1,invitae_expanded_renal_disease_panel,1,HGNC:11187
SOS2,invitae_expanded_renal_disease_panel,1,HGNC:11188
SOX10,centogene_nephrology,1,HGNC:11190
SOX11,centogene_nephrology; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; natera_renasight_comprehensive_kidney_gene_panel,3,HGNC:11191
SOX17,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel,9,HGNC:18122
SOX18,invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,2,HGNC:11194
SOX2,centogene_nephrology,1,HGNC:11195
SOX3,centogene_nephrology,1,HGNC:11199
SOX9,centogene_nephrology,1,HGNC:11204
SPAG1,centogene_nephrology; mgz_nephrologie; blueprintgenetics_nephrology,3,HGNC:11212
SPATA7,centogene_nephrology,1,HGNC:20423
SPINT2,centogene_nephrology,1,HGNC:11247
SPRY1,cegat_kidney_diseases_genes,1,HGNC:11269
SPRY4,centogene_nephrology,1,HGNC:15533
SRCAP,invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,2,HGNC:16974
SRGAP1,cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel,2,HGNC:17382
STAR,mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel,3,HGNC:11359
STK36,blueprintgenetics_nephrology,1,HGNC:17209
STRA6,centogene_nephrology; mgz_nephrologie,3,HGNC:30650
STRADA,mgz_nephrologie,2,HGNC:30172
STX16,invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,2,HGNC:11431
SUFU,centogene_nephrology; cegat_kidney_diseases_genes; blueprintgenetics_nephrology,3,HGNC:16466
SYNPO,cegat_kidney_diseases_genes; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel,3,HGNC:30672
TAC3,centogene_nephrology,1,HGNC:11521
TACO1,natera_renasight_comprehensive_kidney_gene_panel,1,HGNC:24316
TACR3,centogene_nephrology,1,HGNC:11528
TBC1D1,cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; mgz_nephrologie,4,HGNC:11578
TBC1D8B,cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,8,HGNC:24715
TBX15,centogene_nephrology,1,HGNC:11594
TBX18,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; mayocliniclabs_renal_genetics,7,HGNC:11595
TBX3,centogene_nephrology,1,HGNC:11602
TBX5,centogene_nephrology,1,HGNC:11604
TBX6,cegat_kidney_diseases_genes,1,HGNC:11605
TCTN1,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,7,HGNC:26113
TCTN2,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,8,HGNC:25774
TCTN3,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,7,HGNC:24519
TFAP2A,cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; blueprintgenetics_nephrology,8,HGNC:11742
TFR2,centogene_nephrology,1,HGNC:11762
THBD,cegat_kidney_diseases_genes; invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,5,HGNC:11784
TJP2,centogene_nephrology,1,HGNC:11828
TMEM107,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; mgz_nephrologie; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,6,HGNC:28128
TMEM138,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,8,HGNC:26944
TMEM216,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,9,HGNC:25018
TMEM218,mgz_nephrologie,1,HGNC:27344
TMEM231,centogene_nephrology; cegat_kidney_diseases_genes; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,7,HGNC:37234
TMEM237,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,9,HGNC:14432
TMEM260,mgz_nephrologie,2,HGNC:20185
TMEM67,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,11,HGNC:28396
TNFRSF11B,centogene_nephrology,1,HGNC:11909
TNS2,cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel,7,HGNC:19737
TNXB,preventiongenetics_comprehensive_inherited_kidney_diseases_panel,1,HGNC:11976
TP53RK,centogene_nephrology; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; blueprintgenetics_nephrology,7,HGNC:16197
TP63,invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,3,HGNC:15979
TPRKB,centogene_nephrology; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; blueprintgenetics_nephrology,6,HGNC:24259
TRAF3IP1,centogene_nephrology; cegat_kidney_diseases_genes; mgz_nephrologie; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,5,HGNC:17861
TRAP1,cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; mgz_nephrologie,7,HGNC:16264
TRAPPC3,cegat_kidney_diseases_genes; invitae_expanded_renal_disease_panel,2,HGNC:19942
TRIM32,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,8,HGNC:16380
TRIM8,preventiongenetics_comprehensive_inherited_kidney_diseases_panel; mgz_nephrologie; blueprintgenetics_nephrology,4,HGNC:15579
TRIP11,centogene_nephrology,1,HGNC:12305
TRMU,centogene_nephrology,1,HGNC:25481
TRPC6,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,12,HGNC:12338
TRPM6,cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,6,HGNC:17995
TRPS1,centogene_nephrology,1,HGNC:12340
TRPV4,centogene_nephrology,1,HGNC:18083
TSC1,centogene_nephrology; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,8,HGNC:12362
TSC2,centogene_nephrology; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,8,HGNC:12363
TTC21B,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,11,HGNC:25660
TTC8,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,9,HGNC:20087
TTR,preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,5,HGNC:12405
TUB,blueprintgenetics_nephrology,1,HGNC:12406
TULP1,centogene_nephrology,1,HGNC:12423
TXNDC15,centogene_nephrology; cegat_kidney_diseases_genes; mgz_nephrologie,3,HGNC:20652
TXNL4A,natera_renasight_comprehensive_kidney_gene_panel,1,HGNC:30551
UCP2,mgz_nephrologie,1,HGNC:12518
UCP3,blueprintgenetics_nephrology,1,HGNC:12519
UGT1A1,centogene_nephrology,1,HGNC:12530
UMOD,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,12,HGNC:12559
UPK2,mgz_nephrologie,1,HGNC:12579
UPK3A,cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel,5,HGNC:12580
UQCC2,invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,2,HGNC:21237
USP9X,blueprintgenetics_nephrology,1,HGNC:12632
VDR,cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,6,HGNC:12679
VHL,centogene_nephrology; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,8,HGNC:12687
VIPAS39,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics,8,HGNC:20347
VPS13B,mgz_nephrologie; blueprintgenetics_nephrology,2,HGNC:2183
VPS33B,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics,8,HGNC:12712
VWA2,preventiongenetics_comprehensive_inherited_kidney_diseases_panel,1,HGNC:24709
WAS,invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,2,HGNC:12731
WBP11,mgz_nephrologie,2,HGNC:16461
WDPCP,cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; blueprintgenetics_nephrology,7,HGNC:28027
WDR11,centogene_nephrology,1,HGNC:13831
WDR19,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,11,HGNC:18340
WDR35,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,7,HGNC:29250
WDR4,centogene_nephrology; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; blueprintgenetics_nephrology,3,HGNC:12756
WDR72,natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics,2,HGNC:26790
WDR73,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,10,HGNC:25928
WFS1,invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,2,HGNC:12762
WNK1,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,9,HGNC:14540
WNK4,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,9,HGNC:14544
WNT4,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics,10,HGNC:12783
WNT5A,centogene_nephrology; cegat_kidney_diseases_genes; invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,4,HGNC:12784
WNT7A,centogene_nephrology,1,HGNC:12786
WT1,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,12,HGNC:12796
XDH,preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,7,HGNC:12805
XPNPEP3,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,10,HGNC:28052
XPO5,cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; blueprintgenetics_nephrology,5,HGNC:17675
XRCC4,natera_renasight_comprehensive_kidney_gene_panel,1,HGNC:12831
XYLT1,centogene_nephrology,1,HGNC:15516
YRDC,preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie,4,HGNC:28905
ZIC3,centogene_nephrology; mgz_nephrologie; blueprintgenetics_nephrology,5,HGNC:12874
ZMPSTE24,mayocliniclabs_renal_genetics,1,HGNC:12877
ZMYM2,preventiongenetics_comprehensive_inherited_kidney_diseases_panel; mgz_nephrologie,3,HGNC:12989
ZMYND10,centogene_nephrology; mgz_nephrologie; blueprintgenetics_nephrology,3,HGNC:19412
ZNF423,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,10,HGNC:16762
ZSWIM6,mgz_nephrologie,1,HGNC:29316
